Date,RSI,ATR,ADX,MACD
2024-06-07,53.2691,6.7718,14.8259,1.7073999999999785
2024-06-06,52.1916,7.0166,14.8875,1.5386000000000024
2024-06-05,48.9099,7.1217,14.9538,1.411800000000028
2024-06-04,49.6284,7.1211,15.4418,1.2916000000000167
2024-06-03,57.7997,7.2106,16.3848,1.748599999999982
2024-05-31,54.1354,6.983,16.9909,1.9440000000000168
2024-05-30,55.4762,6.7947,17.9151,1.8238999999999805
2024-05-29,55.1128,6.9369,18.1646,1.659400000000005
2024-05-28,57.0384,6.8012,18.4737,1.589400000000012
2024-05-24,50.4736,6.5867,18.4021,0.818000000000012
2024-05-23,59.7574,6.5234,19.3661,0.35609999999999786
2024-05-22,57.4621,5.8814,20.4043,0.3651999999999873
2024-05-21,54.4953,5.8757,20.4382,-0.14689999999998804
2024-05-20,56.1482,6.0792,21.0696,-0.7107000000000028
2024-05-17,59.2487,6.2376,21.4748,-1.5899
2024-05-16,52.9588,6.1482,21.9112,-2.4997999999999934
2024-05-15,47.6297,5.9758,22.604,-3.4362000000000137
2024-05-14,41.6966,5.9331,24.0491,-4.2812000000000126
2024-05-13,42.4322,6.0274,24.3899,-4.634600000000006
2024-05-10,45.0429,6.2656,24.9939,-4.753600000000006
2024-05-09,43.8074,6.3584,25.7754,-4.974699999999984
2024-05-08,44.0218,6.5796,26.1771,-5.232500000000016
2024-05-07,46.297,6.8696,26.8563,-5.610500000000002
2024-05-06,43.296,7.0873,27.733,-6.093899999999991
2024-05-03,39.0215,7.1671,28.5,-6.759800000000013
2024-05-02,35.6674,7.3622,28.282,-6.9839999999999804
2024-05-01,37.1918,7.4312,27.4263,-6.716399999999993
2024-04-30,45.9783,6.7536,26.5889,-6.084800000000001
2024-04-29,44.4702,6.9701,27.4948,-6.626800000000003
2024-04-26,39.5793,7.1593,28.1674,-7.4073999999999955
2024-04-25,33.8936,7.3097,28.4627,-8.010999999999996
2024-04-24,38.8336,7.2265,28.0487,-8.294299999999993
2024-04-23,32.8079,7.2417,28.0395,-8.329499999999996
2024-04-22,28.1209,7.4253,27.1075,-8.307299999999998
2024-04-19,30.0328,7.6688,25.2275,-7.788399999999996
2024-04-18,32.361,7.5056,23.2029,-6.809200000000004
2024-04-17,38.3131,7.726,21.6126,-6.3197999999999865
2024-04-16,36.1342,7.5072,20.0455,-5.495200000000011
2024-04-15,37.7076,7.734,19.185,-5.323900000000009
2024-04-12,37.7786,7.892,18.1592,-4.708300000000008
2024-04-11,39.8825,7.8317,17.4064,-4.155399999999986
2024-04-10,39.009,8.0957,17.1914,-4.124200000000002
2024-04-09,41.3472,8.1969,16.7245,-3.6825000000000045
2024-04-08,39.4105,8.4958,16.64,-3.435699999999997
2024-04-05,39.318,8.7771,16.549,-2.981099999999998
2024-04-04,49.7849,8.9053,16.451,-2.41040000000001
2024-04-03,44.8344,8.2542,16.3531,-1.1796999999999969
2024-04-02,46.3568,8.4776,17.6102,-1.1128000000000213
2024-04-01,46.8388,8.4751,18.6827,-0.8004999999999995
2024-03-28,46.3205,8.5624,19.6844,-0.8626000000000147
2024-03-27,46.649,8.8287,21.1037,-0.6392999999999915
2024-03-26,46.3461,9.0594,22.3216,-0.2530999999999892
2024-03-25,41.4685,9.2741,23.7507,0.41840000000001965
2024-03-22,43.8724,9.1567,25.2898,1.1921000000000106
2024-03-21,49.2621,9.4219,27.1693,2.058400000000006
2024-03-20,46.5181,9.3751,28.8872,3.2329999999999757
2024-03-19,47.1979,9.4286,30.9275,4.578199999999981
2024-03-18,53.7309,9.1315,33.1169,6.056600000000003
2024-03-15,48.1677,9.4147,34.1263,6.915600000000012
2024-03-14,53.9287,9.422,35.2134,7.869699999999995
2024-03-13,58.6029,9.1545,36.3841,9.380300000000005
2024-03-12,60.093,9.0848,36.4911,10.384800000000013
2024-03-11,62.1336,9.1237,36.3835,10.704499999999996
2024-03-08,71.5581,9.0032,35.9299,11.401700000000005
2024-03-07,71.2111,8.0265,34.1126,11.209399999999988
2024-03-06,70.4242,8.2124,32.7956,10.3947
2024-03-05,66.3691,8.0994,31.3772,9.280000000000001
2024-03-04,70.5865,8.2448,30.385,8.282199999999989
2024-03-01,67.6134,8.2352,28.5982,6.8648000000000025
2024-02-29,57.709,8.0848,27.1354,5.2327999999999975
2024-02-28,55.1983,7.4405,26.2207,4.102900000000005
2024-02-27,54.9688,7.6736,26.8245,4.229299999999995
2024-02-26,57.332,7.8047,27.4748,4.180399999999992
2024-02-23,59.9075,8.0181,27.7765,4.259700000000009
2024-02-22,54.5804,7.9234,28.1014,4.247099999999989
2024-02-21,46.6264,7.0298,28.4513,3.6255999999999915
