Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,P/E Ratio,Dividend Yield,Market Cap,Ticker
1980-03-17 00:00:00-05:00,0.1814996749162674,0.1844034910512724,0.1814996749162674,0.1814996749162674,10924800,0.0,0.0,1980,-0.04852932484392176,0.0,23763127608.849705,INTC
1980-03-18 00:00:00-05:00,0.1814998369348915,0.18295174629846325,0.18004794418811798,0.18004794418811798,17068800,0.0,0.0,1980,-0.04814116154762513,0.0,23954730255.035206,INTC
1980-03-19 00:00:00-05:00,0.18440352380275726,0.18730788880745247,0.18440352380275726,0.18440352380275726,18508800,0.0,0.0,1980,-0.0493057550274752,0.0,23388923633.657322,INTC
1980-03-20 00:00:00-05:00,0.18440352319199727,0.1865813690560566,0.1836775690317154,0.1836775690317154,11174400,0.0,0.0,1980,-0.04911164947372069,0.0,23481364429.72674,INTC
1980-03-21 00:00:00-05:00,0.18004788194948235,0.18004788194948235,0.17714349925518036,0.17714349925518036,12172800,0.0,0.0,1980,-0.04736457199336373,0.0,24347492028.409115,INTC
1980-03-24 00:00:00-05:00,0.17641760341892346,0.17641760341892346,0.17351378500461578,0.17351378500461578,8966400,0.0,0.0,1980,-0.04639406016166197,0.0,24856814321.036606,INTC
1980-03-25 00:00:00-05:00,0.17423959076404572,0.17714339008098678,0.17423959076404572,0.17423959076404572,11347200,0.0,0.0,1980,-0.04658812587273949,0.0,24753271728.241375,INTC
1980-03-26 00:00:00-05:00,0.17423961922833395,0.17569152743238353,0.17278771102428436,0.17278771102428436,16262400,0.0,0.0,1980,-0.04619992273376587,0.0,24961265534.64113,INTC
1980-03-27 00:00:00-05:00,0.1698839768029515,0.1698839768029515,0.1669796109199524,0.1669796109199524,26918400,0.0,0.0,1980,-0.04464695479143112,0.0,25829500453.606815,INTC
1980-03-28 00:00:00-05:00,0.17351378500461578,0.17641760341892346,0.17351378500461578,0.17351378500461578,20102400,0.0,0.0,1980,-0.04639406016166197,0.0,24856814321.036606,INTC
1980-03-31 00:00:00-05:00,0.1793220341205597,0.1822258369533534,0.1793220341205597,0.1793220341205597,9004800,0.0,0.0,1980,-0.047947067946673715,0.0,24051700936.541542,INTC
1980-04-01 00:00:00-05:00,0.18004794418811798,0.18295174629846325,0.18004794418811798,0.18004794418811798,8179200,0.0,0.0,1980,-0.04814116154762513,0.0,23954730255.035206,INTC
1980-04-02 00:00:00-05:00,0.1814996749162674,0.1844034910512724,0.1814996749162674,0.1814996749162674,12556800,0.0,0.0,1980,-0.04852932484392176,0.0,23763127608.849705,INTC
1980-04-03 00:00:00-05:00,0.18077377467585615,0.18077377467585615,0.17786940932273865,0.17786940932273865,6988800,0.0,0.0,1980,-0.047558665594315146,0.0,24248126490.228527,INTC
1980-04-07 00:00:00-05:00,0.17641760341892346,0.17641760341892346,0.17351378500461578,0.17351378500461578,13478400,0.0,0.0,1980,-0.04639406016166197,0.0,24856814321.036606,INTC
1980-04-08 00:00:00-05:00,0.17423959076404572,0.17714339008098678,0.17423959076404572,0.17423959076404572,29184000,0.0,0.0,1980,-0.04658812587273949,0.0,24753271728.241375,INTC
1980-04-09 00:00:00-05:00,0.17351367649505448,0.17351367649505448,0.17060987651348114,0.17060987651348114,11558400,0.0,0.0,1980,-0.045617614041037736,0.0,25279896006.83638,INTC
1980-04-10 00:00:00-05:00,0.17060986092453612,0.17278770655752573,0.16988390684127808,0.16988390684127808,14784000,0.0,0.0,1980,-0.04542350450301553,0.0,25387925296.712303,INTC
1980-04-11 00:00:00-05:00,0.16988390684127808,0.17278770655752573,0.16988390684127808,0.16988390684127808,9523200,0.0,0.0,1980,-0.04542350450301553,0.0,25387925296.712303,INTC
1980-04-14 00:00:00-05:00,0.1713358759880066,0.174239676737747,0.1713358759880066,0.1713358759880066,8025600,0.0,0.0,1980,-0.045811731547595345,0.0,25172777803.417583,INTC
1980-04-15 00:00:00-05:00,0.17133590357966239,0.17206184142140848,0.169157475233078,0.169157475233078,10598400,0.0,0.0,1980,-0.045229271452694654,0.0,25496951465.238068,INTC
1980-04-16 00:00:00-05:00,0.16552766770019295,0.16552766770019295,0.16262386739253998,0.16262386739253998,10752000,0.0,0.0,1980,-0.04348231748463636,0.0,26521321901.595913,INTC
1980-04-17 00:00:00-05:00,0.16262393975768943,0.16262393975768943,0.1597195565700531,0.1597195565700531,17702400,0.0,0.0,1980,-0.04270576378878425,0.0,27003580704.96092,INTC
1980-04-18 00:00:00-05:00,0.1618979573249817,0.16480175842475195,0.1618979573249817,0.1618979573249817,18739200,0.0,0.0,1980,-0.04328822388368494,0.0,26640236895.283432,INTC
1980-04-21 00:00:00-05:00,0.1618978952060505,0.16334978689046015,0.1604454219341278,0.1604454219341278,9043200,0.0,0.0,1980,-0.042899845436932565,0.0,26881414776.48853,INTC
1980-04-22 00:00:00-05:00,0.16770556569099426,0.17060993158072707,0.16770556569099426,0.16770556569099426,20428800,0.0,0.0,1980,-0.04484106034518563,0.0,25717691110.7823,INTC
1980-04-23 00:00:00-05:00,0.17786940932273865,0.18077377467585615,0.17786940932273865,0.17786940932273865,14822400,0.0,0.0,1980,-0.047558665594315146,0.0,24248126490.228527,INTC
1980-04-24 00:00:00-05:00,0.17859601974487307,0.18149982161003717,0.17859601974487307,0.17859601974487305,8832000,0.0,0.0,1980,-0.047752946455848405,0.0,24149474003.738613,INTC
1980-04-25 00:00:00-05:00,0.17859600094714426,0.17859600094714426,0.1756916344165802,0.1756916344165802,7104000,0.0,0.0,1980,-0.046976372838657805,0.0,24548692658.715332,INTC
1980-04-28 00:00:00-04:00,0.1756914987309074,0.17714339008098678,0.17423959076404572,0.17423959076404572,6931200,0.0,0.0,1980,-0.04658812587273949,0.0,24753271728.241375,INTC
1980-04-29 00:00:00-04:00,0.1756916344165802,0.17859600094714426,0.1756916344165802,0.1756916344165802,6297600,0.0,0.0,1980,-0.046976372838657805,0.0,24548692658.715332,INTC
1980-04-30 00:00:00-04:00,0.17786940932273865,0.18077377467585615,0.17786940932273865,0.17786940932273865,7065600,0.0,0.0,1980,-0.047558665594315146,0.0,24248126490.228527,INTC
1980-05-01 00:00:00-04:00,0.17859601974487307,0.18149982161003717,0.17859601974487307,0.17859601974487305,7008000,0.0,0.0,1980,-0.047752946455848405,0.0,24149474003.738613,INTC
1980-05-02 00:00:00-04:00,0.1814996749162674,0.1844034910512724,0.1814996749162674,0.1814996749162674,5510400,0.0,0.0,1980,-0.04852932484392176,0.0,23763127608.849705,INTC
1980-05-05 00:00:00-04:00,0.1836775690317154,0.1865813690560566,0.1836775690317154,0.1836775690317154,3513600,0.0,0.0,1980,-0.04911164947372069,0.0,23481364429.72674,INTC
1980-05-06 00:00:00-04:00,0.18367768810084534,0.18585553537669497,0.1829517334699631,0.18295173346996307,6988800,0.0,0.0,1980,-0.04891757579410777,0.0,23574523477.844532,INTC
1980-05-07 00:00:00-04:00,0.1829517334699631,0.18585553537669497,0.1829517334699631,0.18295173346996307,6393600,0.0,0.0,1980,-0.04891757579410777,0.0,23574523477.844532,INTC
1980-05-08 00:00:00-04:00,0.18295156715691466,0.18367752112786476,0.18077370524406433,0.18077370524406433,7468800,0.0,0.0,1980,-0.04833521530589955,0.0,23858558025.222622,INTC
1980-05-09 00:00:00-04:00,0.1829517334699631,0.18585553537669497,0.1829517334699631,0.18295173346996307,16684800,0.0,0.0,1980,-0.04891757579410777,0.0,23574523477.844532,INTC
1980-05-12 00:00:00-04:00,0.1829515986845225,0.18512946097267854,0.18222564458847046,0.18222564458847046,8582400,0.0,0.0,1980,-0.04872343438194397,0.0,23668457563.919006,INTC
1980-05-13 00:00:00-04:00,0.185855433344841,0.18875981524500848,0.185855433344841,0.185855433344841,7372800,0.0,0.0,1980,-0.049693966134984224,0.0,23206208494.306152,INTC
1980-05-14 00:00:00-04:00,0.1887598484754562,0.19166364929924815,0.1887598484754562,0.18875984847545624,4742400,0.0,0.0,1980,-0.05047054772071022,0.0,22849138579.176193,INTC
1980-05-15 00:00:00-04:00,0.19021181762218475,0.19311563623892772,0.19021181762218475,0.19021181762218475,8102400,0.0,0.0,1980,-0.050858774765290035,0.0,22674721212.994534,INTC
1980-05-16 00:00:00-04:00,0.1923895627260208,0.19529336293199162,0.1923895627260208,0.1923895627260208,4838400,0.0,0.0,1980,-0.05144105955241198,0.0,22418055714.082996,INTC
1980-05-19 00:00:00-04:00,0.19311541318893433,0.19601977680543317,0.19311541318893433,0.19311541318893433,8640000,0.0,0.0,1980,-0.0516351372162926,0.0,22333794412.258434,INTC
1980-05-20 00:00:00-04:00,0.1931155459303607,0.1938415002450611,0.19093768298625946,0.19093768298625946,21811200,0.0,0.0,1980,-0.051052856413438354,0.0,22588521388.469864,INTC
1980-05-21 00:00:00-04:00,0.18948572314141626,0.18948572314141626,0.18658135831356049,0.18658135831356049,10540800,0.0,0.0,1980,-0.04988806372020334,0.0,23115920984.73075,INTC
1980-05-22 00:00:00-04:00,0.1865813696740298,0.18730788880745247,0.18440352380275726,0.18440352380275726,5318400,0.0,0.0,1980,-0.0493057550274752,0.0,23388923633.657322,INTC
1980-05-23 00:00:00-04:00,0.19093768298625946,0.1938415002450611,0.19093768298625946,0.19093768298625946,29779200,0.0,0.0,1980,-0.051052856413438354,0.0,22588521388.469864,INTC
1980-05-27 00:00:00-04:00,0.1909377722763705,0.19311563623892772,0.19021181762218475,0.19021181762218475,8332800,0.0,0.0,1980,-0.050858774765290035,0.0,22674721212.994534,INTC
1980-05-28 00:00:00-04:00,0.19456733763217926,0.1974717183644582,0.19456733763217926,0.19456733763217926,6700800,0.0,0.0,1980,-0.052023352308069315,0.0,22167132410.238,INTC
1980-05-29 00:00:00-04:00,0.19456733763217926,0.1974717183644582,0.19456733763217926,0.19456733763217926,7660800,0.0,0.0,1980,-0.052023352308069315,0.0,22167132410.238,INTC
1980-05-30 00:00:00-04:00,0.19747182726860044,0.20037562801495773,0.19747182726860044,0.19747182726860046,5721600,0.0,0.0,1980,-0.05279995381513381,0.0,21841089919.79637,INTC
1980-06-02 00:00:00-04:00,0.19819772243499756,0.20110153917462917,0.19819772243499756,0.19819772243499756,6355200,0.0,0.0,1980,-0.052994043431817524,0.0,21761097367.879818,INTC
1980-06-03 00:00:00-04:00,0.19601977680543317,0.19601977680543317,0.19311541318893433,0.19311541318893433,15244800,0.0,0.0,1980,-0.0516351372162926,0.0,22333794412.258434,INTC
1980-06-04 00:00:00-04:00,0.19601990282535553,0.19892370333822249,0.19601990282535553,0.19601990282535553,7680000,0.0,0.0,1980,-0.05241173872335709,0.0,22002867432.51107,INTC
1980-06-05 00:00:00-04:00,0.19601990282535553,0.19892370333822249,0.19601990282535553,0.19601990282535553,6470400,0.0,0.0,1980,-0.05241173872335709,0.0,22002867432.51107,INTC
1980-06-06 00:00:00-04:00,0.19601981048360043,0.1974717183644582,0.19456733763217926,0.19456733763217926,28723200,0.0,0.0,1980,-0.052023352308069315,0.0,22167132410.238,INTC
1980-06-09 00:00:00-04:00,0.19456730420356136,0.19601977680543317,0.19311541318893433,0.19311541318893433,7545600,0.0,0.0,1980,-0.0516351372162926,0.0,22333794412.258434,INTC
1980-06-10 00:00:00-04:00,0.1952933967113495,0.19819776239045023,0.1952933967113495,0.1952933967113495,17280000,0.0,0.0,1980,-0.05221748575169772,0.0,22084719753.09419,INTC
